temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,wind_direction_deg,cloud_cover_pct,dew_point_c,visibility_km,uv_index,temp_change_3h,pressure_change_3h,month,will_rain
39.53,92.48,1000.02,25.54,205.1,40.3,38.03,12.55,1.34,1.1,1.04,2,1
24.22,92.08,1001.48,0.84,232.64,3.06,22.63,4.67,8.07,-0.68,0.85,6,0
6.58,98.12,1005.23,18.02,200.58,44.67,6.2,14.64,2.9,-1.09,1.13,8,1
33.92,92.15,986.21,8.67,282.81,18.09,32.35,6.37,7.95,-4.63,-3.13,9,1
19.1,30.19,997.95,19.71,198.36,14.27,5.14,5.81,9.15,-2.9,0.68,4,0
31.99,85.9,990.76,39.35,39.99,39.31,29.17,8.14,2.8,0.14,-0.62,5,0
25.25,52.79,1033.19,20.8,291.45,9.91,15.81,0.73,2.11,0.85,-1.76,8,0
9.57,99.26,1022.28,8.75,273.81,95.75,9.42,19.4,1.6,-0.49,1.46,10,1
26.64,57.78,1024.79,2.46,295.31,4.75,18.2,10.88,2.2,4.14,0.35,2,0
46.96,64.31,1021.83,24.63,68.55,40.14,39.82,15.58,2.94,-1.73,4.71,10,0
29.93,62.38,1015.5,9.26,97.78,16.27,22.41,5.53,9.56,3.86,0.97,2,0
24.42,45.74,1034.91,1.17,106.47,68.88,13.57,15.06,8.47,0.65,-0.59,9,0
35.75,26.0,1003.84,19.04,182.91,7.88,20.95,11.56,0.02,0.32,-0.22,11,0
27.11,91.65,1014.6,5.18,48.2,54.68,25.44,8.77,9.62,2.8,-2.34,6,1
27.1,84.21,1024.21,0.75,138.74,77.31,23.94,19.43,0.87,-1.87,2.46,10,1
14.08,31.16,993.18,34.96,65.58,95.01,0.32,10.13,7.21,-0.99,0.63,9,0
27.34,82.14,1059.45,9.9,95.31,69.85,23.77,13.32,1.67,-3.67,0.66,10,1
35.35,70.07,1013.43,4.95,254.3,9.95,29.37,0.8,0.69,2.81,-2.13,7,0
16.64,52.73,1015.13,18.9,307.73,8.85,7.19,6.38,8.36,1.01,1.56,5,0
39.24,40.32,1031.85,32.56,8.25,73.16,27.31,17.83,5.14,3.29,-1.87,12,1
24.08,88.78,1026.72,0.0,203.72,21.53,21.84,15.3,6.59,0.61,-1.11,9,0
16.12,76.02,1013.57,17.46,12.98,44.72,11.33,10.97,4.68,3.31,0.25,9,0
34.98,63.82,1014.95,21.85,30.69,97.66,27.74,18.05,0.74,-2.24,-1.16,2,1
22.13,68.77,990.44,3.53,253.83,81.99,15.89,9.98,8.14,2.96,-1.58,8,1
32.6,27.29,1004.65,10.09,264.82,84.66,18.05,11.55,9.02,-1.19,-0.1,8,0
22.08,57.91,1020.76,1.4,293.03,86.08,13.67,7.95,0.46,0.01,2.02,2,0
24.4,35.5,1019.66,20.6,170.73,61.95,11.5,12.59,4.13,2.19,1.79,10,0
29.94,36.67,1031.32,28.2,309.53,74.39,17.27,6.72,6.13,6.98,1.41,7,0
27.91,72.9,1011.19,1.72,60.06,35.9,22.49,8.02,6.66,2.46,0.97,1,1
5.04,92.9,992.19,25.43,89.9,99.84,3.62,19.34,6.36,2.74,-0.95,5,1
13.79,52.3,1028.85,22.15,48.42,27.96,4.25,2.67,7.62,-1.64,2.24,5,0
34.29,36.62,1034.54,6.39,287.11,59.0,21.62,2.55,10.63,0.47,-3.47,10,0
23.68,71.9,1026.47,17.58,82.32,28.21,18.06,1.34,4.3,-0.29,0.87,5,1
19.76,89.69,1010.55,0.0,55.98,11.21,17.7,6.74,6.12,4.22,1.68,2,0
11.41,79.87,1028.67,40.28,224.32,56.76,7.39,8.27,7.69,-0.44,-0.18,3,1
14.2,89.5,1064.43,11.99,27.75,35.33,12.1,2.34,6.52,3.99,-1.44,6,1
4.78,62.92,1014.73,14.53,16.16,58.32,-2.63,11.21,4.25,-3.9,-0.07,1,0
23.99,80.15,993.32,16.39,38.42,55.87,20.02,11.87,6.86,4.2,-1.52,12,1
19.02,31.21,1004.21,12.36,0.09,54.23,5.26,15.15,7.15,-2.58,1.03,6,0
15.33,47.86,1022.38,29.15,250.92,12.33,4.91,19.53,6.43,2.56,1.89,6,0
24.32,51.16,988.93,14.11,202.4,44.02,14.55,12.58,2.26,-2.59,0.89,7,0
28.64,60.9,1015.54,35.75,75.56,81.2,20.82,2.68,5.57,1.86,0.77,9,0
45.93,94.33,1018.71,13.1,83.88,31.51,44.8,2.23,9.73,-2.89,1.52,9,1
9.88,89.94,1036.03,2.82,291.95,44.38,7.87,15.66,9.55,3.11,1.75,4,0
36.59,30.76,1032.65,36.73,180.66,49.38,22.75,13.18,8.26,2.54,-1.56,2,0
34.73,33.82,1025.97,17.17,251.47,86.27,21.5,3.66,7.67,-1.8,-3.08,5,0
17.21,48.61,980.56,18.02,162.99,65.56,6.93,5.44,1.69,1.73,0.56,1,0
27.03,43.26,1026.82,63.49,85.58,10.02,15.68,15.13,5.05,2.84,1.85,12,0
20.42,69.18,1023.58,1.17,349.35,86.52,14.26,11.54,1.22,-2.77,-3.16,12,1
26.86,92.22,1016.84,8.39,203.63,83.21,25.3,11.91,8.99,-3.1,0.14,5,1
40.09,96.98,987.05,4.1,47.15,75.36,39.49,4.6,3.2,-3.21,2.26,12,1
31.06,72.29,1001.35,14.93,146.19,46.61,25.51,12.77,8.44,-3.64,-0.23,10,1
30.09,87.05,995.5,24.66,118.56,75.75,27.5,15.53,8.96,-3.23,3.04,3,1
20.7,62.02,982.77,50.86,77.07,47.87,13.1,17.76,9.82,2.77,2.67,7,1
10.16,36.67,1012.96,9.09,336.04,73.66,-2.51,14.87,8.29,1.67,-0.37,7,1
22.92,61.98,1001.03,23.14,317.13,88.01,15.31,11.74,6.21,-5.09,-0.74,3,1
37.07,64.41,1052.38,37.34,71.69,89.05,29.95,13.63,6.58,-1.53,-0.7,5,1
9.73,79.4,1010.47,17.25,126.77,45.46,5.61,9.96,3.53,-3.47,0.27,9,1
14.45,37.59,1032.41,4.17,274.43,85.93,1.97,4.92,1.95,2.58,-2.35,4,0
26.26,49.46,989.46,14.04,75.06,10.15,16.16,17.7,1.44,-1.35,-2.72,2,0
15.15,49.12,1005.05,52.57,212.96,10.18,4.98,10.89,2.0,-4.63,-4.54,3,0
17.07,96.76,1014.45,65.8,251.93,54.83,16.43,12.09,10.27,0.51,-0.04,11,1
20.76,55.52,999.38,15.42,235.43,65.18,11.87,19.81,1.81,1.82,4.08,1,1
11.34,80.41,1006.67,32.7,254.31,15.3,7.43,19.71,7.96,-2.86,-3.98,5,0
15.26,80.06,1009.73,3.35,254.41,47.22,11.27,11.93,2.03,-0.79,-0.37,9,0
32.03,41.24,1009.49,4.24,347.33,9.44,20.28,1.16,10.73,-2.71,-0.43,2,0
11.93,65.75,1040.83,45.83,124.74,60.21,5.08,8.22,4.03,3.73,-0.3,3,0
9.02,91.54,1018.67,2.18,316.29,85.51,7.33,18.78,4.53,-1.29,2.51,3,1
18.7,58.02,1020.19,3.18,7.85,73.76,10.3,6.12,4.45,-2.17,-1.78,7,1
32.32,95.61,1021.09,8.19,103.75,37.83,31.44,19.99,8.98,-0.15,-3.89,12,1
23.03,37.16,1022.19,13.36,17.52,99.38,10.46,2.14,2.4,-0.62,-1.07,10,1
20.35,25.93,1011.76,13.89,234.43,66.29,5.54,11.58,9.14,2.07,-1.34,7,0
25.44,91.32,1008.19,5.18,36.28,81.52,23.71,10.55,7.23,3.65,-4.46,11,1
7.54,87.81,1015.5,38.0,304.45,66.97,5.11,5.48,2.42,3.67,0.49,1,1
29.95,99.41,1030.35,36.99,232.77,98.94,29.83,19.0,0.72,-1.15,-2.37,3,1
28.83,74.35,1029.89,7.47,10.37,82.14,23.7,12.57,8.52,0.92,-0.17,1,0
20.91,94.94,1009.39,8.55,257.32,51.94,19.89,4.99,2.41,4.47,-0.73,9,1
35.06,86.16,1024.52,18.18,310.33,36.69,32.29,7.99,9.78,4.58,-2.15,7,0
13.73,87.55,1010.08,16.31,238.0,68.22,11.24,14.56,1.43,-2.63,1.78,5,1
36.28,65.53,1013.51,7.23,10.99,59.02,29.39,6.31,6.78,1.78,-0.56,7,1
26.54,50.59,1005.9,8.02,308.85,62.94,16.66,17.65,7.61,1.27,0.11,3,0
21.63,94.76,1010.28,6.42,263.69,34.3,20.59,3.73,7.23,2.78,1.17,3,1
24.8,54.57,1033.12,4.03,136.24,42.87,15.72,5.66,3.48,3.73,0.58,1,0
23.93,63.11,1014.39,9.19,118.31,55.81,16.55,3.33,9.63,-3.12,0.29,5,1
37.2,55.69,1015.03,17.4,172.74,83.93,28.34,2.53,8.47,-2.07,-1.65,7,1
14.23,65.19,991.29,20.32,312.16,76.29,7.27,6.36,5.61,2.72,-2.22,3,1
17.37,57.64,1008.36,22.64,90.74,11.87,8.9,19.98,6.64,0.44,0.32,5,0
35.36,23.84,1009.38,7.04,36.35,24.56,20.13,2.34,6.23,-6.68,-1.92,10,0
19.04,90.56,1000.56,21.7,311.27,2.67,17.16,4.65,10.41,-5.0,1.59,1,0
34.01,55.55,1013.32,0.1,9.46,0.8,25.12,5.8,9.86,1.99,-0.26,7,0
41.99,67.12,1006.56,9.72,327.96,22.44,35.42,12.57,2.59,2.52,1.3,11,0
20.98,31.14,1014.2,23.69,110.07,79.93,7.21,15.03,2.89,-4.05,-1.97,8,1
31.81,20.27,1014.82,14.92,182.96,90.47,15.87,15.16,10.8,3.3,-2.28,8,0
13.46,39.62,998.66,9.64,47.63,39.18,1.39,0.67,2.6,-0.59,3.36,1,0
32.55,76.37,1007.02,15.52,324.81,56.32,27.82,13.21,10.49,-3.07,-0.3,4,1
26.99,27.94,1014.16,35.62,269.94,70.61,12.58,12.8,7.15,-1.68,1.83,9,0
29.73,92.71,1030.76,12.53,332.7,95.29,28.27,10.59,0.55,-3.67,-2.82,2,1
18.54,37.2,1016.85,24.13,245.96,91.29,5.98,7.89,3.69,-1.85,-0.57,1,0
8.39,36.37,1003.07,59.25,66.49,5.72,-4.34,16.05,5.24,-5.61,2.6,6,0
30.03,34.52,1018.99,18.34,110.98,24.82,16.94,7.21,9.16,-0.22,-3.13,11,0
4.37,21.12,1038.61,12.78,175.27,4.91,-11.41,4.99,3.61,1.76,4.55,11,0
21.83,81.74,1026.75,0.57,218.61,61.65,18.18,6.55,3.42,-4.04,0.41,1,1
34.41,90.0,1021.21,7.04,333.53,71.05,32.41,9.07,10.12,0.05,-1.64,6,1
26.92,69.13,1023.88,12.5,138.22,30.83,20.75,4.67,0.87,-2.41,0.7,1,0
44.48,35.06,1034.6,23.93,253.11,85.39,31.49,12.35,6.07,2.01,2.22,6,0
35.25,42.82,1029.13,8.65,345.96,45.28,23.82,17.74,5.55,-6.94,-1.65,9,1
18.46,58.07,1021.5,48.31,54.85,99.84,10.08,12.11,0.63,2.14,-1.36,5,1
25.27,96.35,1029.03,4.76,310.58,0.04,24.54,9.21,0.97,-5.45,0.5,4,0
24.53,39.79,996.78,20.47,151.45,10.95,12.48,16.04,4.2,-0.63,0.93,8,0
9.18,78.53,990.47,8.15,263.67,30.18,4.88,15.09,1.48,-2.13,-0.4,4,0
15.6,55.16,1015.36,9.98,105.67,2.55,6.63,7.66,5.26,-1.08,0.8,4,0
19.39,43.83,1014.03,24.33,120.23,78.23,8.16,12.28,6.7,-4.59,1.71,11,0
4.64,56.47,1004.84,5.27,9.77,5.28,-4.07,14.73,7.61,4.98,0.35,9,0
25.47,25.7,1025.39,1.53,349.71,74.9,10.61,5.29,6.01,-3.86,-1.38,1,0
22.51,83.89,985.06,11.02,292.84,5.26,19.29,7.64,4.18,-3.62,-0.04,12,1
8.27,39.46,1004.98,11.29,33.81,25.27,-3.84,2.56,1.43,5.38,3.51,3,0
29.04,78.03,1005.73,23.93,359.82,84.13,24.65,19.76,2.72,0.97,0.67,11,1
32.16,25.47,988.46,51.78,217.81,95.11,17.25,2.17,4.61,-3.76,2.48,4,1
27.27,96.41,1035.42,0.85,307.34,41.45,26.55,3.79,10.17,-0.39,-1.03,8,1
21.76,35.44,992.61,13.44,24.0,96.99,8.85,9.86,2.23,-0.71,0.53,1,0
30.91,90.62,1004.17,17.15,140.2,62.69,29.04,17.37,4.55,-5.06,1.59,3,1
31.8,84.76,1026.62,63.82,241.07,41.58,28.75,7.44,8.06,-2.27,3.0,2,1
28.07,97.43,1022.69,42.86,38.32,80.28,27.56,15.49,7.76,-0.08,2.46,6,1
16.75,58.23,996.38,18.7,176.01,29.53,8.4,13.68,10.62,3.8,-2.24,12,1
27.77,78.19,1023.24,11.07,159.36,26.58,23.4,12.95,2.1,-0.57,2.3,9,1
36.95,49.66,1017.35,2.64,77.77,65.65,26.89,16.98,0.18,-0.34,3.37,10,1
19.03,34.75,1048.0,7.27,108.1,39.05,5.98,0.78,3.55,-2.45,-1.15,9,0
45.98,55.45,1019.06,13.2,348.16,13.59,37.07,18.62,1.65,3.29,-1.79,10,1
19.74,33.26,1010.88,19.38,103.91,6.7,6.4,16.67,6.03,2.71,-0.05,5,0
25.32,98.56,1000.15,15.13,76.83,78.78,25.04,18.79,9.89,2.37,0.36,3,1
18.28,27.7,1001.84,18.78,193.04,67.59,3.82,15.97,7.57,0.34,-0.7,8,0
27.23,67.14,1000.61,8.41,241.54,41.18,20.66,17.63,1.49,-4.8,-2.37,9,0
7.58,70.12,1033.57,19.51,261.03,89.62,1.6,4.46,1.28,3.26,2.94,9,1
19.54,63.05,1013.27,2.33,271.53,41.09,12.15,6.72,10.03,0.17,-1.72,11,0
14.08,72.97,1021.48,2.66,13.26,71.03,8.67,6.65,5.36,-0.93,-1.01,1,1
26.35,29.29,1035.71,2.67,141.75,90.91,12.21,2.63,10.16,1.35,0.22,12,0
34.94,64.4,977.62,33.23,278.62,84.07,27.82,14.73,8.1,0.67,-2.94,10,1
31.46,42.98,1032.18,1.19,325.75,51.11,20.06,3.16,10.93,-3.21,-3.1,5,0
1.28,95.21,1013.83,24.26,216.79,68.06,0.33,1.52,9.58,-0.96,-0.86,10,1
45.42,80.97,1019.53,3.99,18.83,41.37,41.61,15.62,4.56,-5.71,1.65,12,1
27.95,97.8,1000.57,9.48,142.79,64.72,27.51,18.14,8.34,0.26,0.38,9,1
17.24,23.0,1001.67,37.15,26.72,25.76,1.84,15.4,5.18,3.99,-4.12,11,0
26.57,42.81,1020.33,13.23,269.47,43.47,15.13,16.59,2.56,-5.39,2.78,3,0
26.76,35.63,1048.77,3.54,22.86,20.95,13.89,12.11,2.65,0.39,1.59,7,0
18.33,20.89,1028.05,5.01,66.86,3.82,2.51,17.81,4.37,2.01,0.38,9,0
26.98,39.39,1031.98,37.97,150.11,58.85,14.86,10.19,1.23,2.45,0.33,2,0
18.93,74.3,1010.12,8.36,166.55,86.44,13.79,19.77,1.96,-2.24,1.35,2,1
20.96,38.49,1004.0,13.26,146.33,2.56,8.65,2.52,5.51,-3.31,4.65,5,0
18.14,60.72,1001.29,9.24,166.82,19.6,10.28,16.28,10.49,-1.76,1.76,8,1
10.67,91.03,1005.68,7.13,256.77,46.02,8.88,13.01,6.35,3.57,0.59,10,0
26.46,75.5,982.21,3.79,132.94,66.59,21.56,11.82,4.49,-5.13,-2.45,5,0
30.85,51.57,1002.13,17.38,197.19,17.12,21.17,14.65,2.67,-3.65,0.33,8,1
30.15,49.8,1004.59,19.0,109.21,5.67,20.11,16.89,2.15,-1.38,1.55,4,0
33.2,56.46,1010.37,4.82,127.31,51.9,24.49,17.33,7.24,-2.93,-0.23,9,0
28.24,34.16,1014.98,23.34,220.97,81.87,15.08,3.92,9.33,-0.13,-1.05,4,0
19.67,70.72,1018.44,28.92,176.58,3.52,13.82,4.34,4.39,4.24,1.11,5,0
33.4,49.13,1012.78,38.01,260.29,34.94,23.22,0.82,6.06,-3.61,-1.98,12,0
11.42,88.19,1004.28,2.64,201.79,66.35,9.06,3.07,7.77,-0.44,1.74,12,1
15.99,80.52,983.55,5.43,289.29,13.07,12.1,5.65,0.64,-0.02,-0.87,12,0
15.36,68.84,1004.37,29.53,159.63,23.59,9.13,14.56,3.86,-1.0,-4.24,7,1
35.8,49.14,998.41,3.32,176.77,53.55,25.63,9.78,8.03,-4.74,-0.91,9,0
34.43,36.79,1019.99,0.05,241.19,95.32,21.79,15.28,7.53,-1.91,-0.11,5,1
29.87,82.09,1026.64,30.7,79.65,28.73,26.29,9.99,0.59,-1.9,1.1,7,1
35.72,58.91,1027.08,5.93,138.93,48.75,27.5,11.33,2.62,1.9,0.87,4,0
16.21,37.98,1024.35,8.03,224.94,39.99,3.8,2.67,7.48,1.26,-2.58,2,0
28.49,35.61,1011.0,8.87,10.4,89.74,15.61,15.64,2.99,-4.66,0.24,2,0
23.75,33.23,1005.17,28.29,157.31,7.19,10.39,15.28,8.96,-1.16,-1.07,5,0
33.47,82.17,1001.79,6.18,215.59,56.61,29.9,6.5,0.32,-1.5,-0.72,2,1
23.85,38.32,990.39,33.42,348.26,84.61,11.51,6.91,2.09,5.86,-2.0,2,1
21.15,62.13,1027.88,14.39,315.73,98.81,13.58,4.78,3.09,0.88,-0.1,2,1
30.41,56.12,1010.38,11.24,101.07,69.87,21.63,16.37,10.18,-3.23,6.26,4,0
33.76,66.37,994.3,5.91,182.6,37.99,27.04,15.07,8.76,-2.33,3.71,8,0
18.32,90.17,1000.6,4.19,20.31,41.18,16.35,12.38,9.73,-1.14,-2.0,7,1
24.39,89.42,1000.0,14.67,86.67,35.17,22.27,5.16,4.85,1.09,0.13,5,1
14.42,56.09,1013.65,8.88,278.95,60.36,5.63,3.85,9.05,1.45,-0.63,7,0
0.02,21.23,1029.01,36.21,44.39,73.94,-15.73,1.48,9.39,0.6,0.28,6,0
27.0,54.12,1007.78,10.15,92.77,81.95,17.83,1.39,4.4,-0.63,1.83,8,0
31.09,68.5,979.21,10.76,339.86,41.66,24.79,4.15,10.94,-0.41,-0.26,8,1
27.62,64.62,1010.16,8.09,296.59,71.67,20.54,2.46,9.36,-0.39,-1.42,7,0
5.5,72.11,1010.66,23.36,281.46,91.62,-0.07,11.34,10.72,-5.35,2.31,5,0
21.49,32.33,1009.63,8.3,311.24,92.08,7.96,7.48,9.53,-0.18,-2.47,6,0
2.82,71.72,1003.59,4.71,269.86,70.4,-2.84,9.18,8.54,-1.73,0.38,11,0
38.7,34.61,1016.26,29.71,43.41,63.69,25.62,12.08,10.38,-4.96,-2.97,11,0
14.14,80.04,1013.99,13.63,185.96,53.15,10.15,13.35,4.62,7.25,-2.05,10,0
37.55,47.13,1012.63,13.43,159.93,18.32,26.98,13.14,8.62,0.93,1.49,8,0
34.46,76.79,1019.19,14.16,112.01,12.36,29.82,5.59,2.34,0.04,-1.36,7,0
15.99,23.83,1006.55,19.03,300.25,48.57,0.76,16.29,8.06,-1.11,-3.75,5,0
13.67,52.63,1005.7,5.63,167.09,15.94,4.2,18.4,8.64,2.19,-1.45,10,0
28.5,76.4,1033.7,0.52,21.71,57.7,23.78,6.66,7.88,-3.49,-1.66,8,1
16.56,38.15,1021.39,24.96,98.99,64.57,4.19,0.83,9.35,-0.94,-2.52,4,1
26.02,83.62,1025.4,2.07,82.3,52.56,22.75,18.03,4.55,-2.86,1.1,6,1
20.17,70.46,1031.39,19.19,319.49,3.64,14.26,18.51,5.99,2.16,-3.09,4,0
7.19,67.0,1020.89,1.29,233.08,5.77,0.59,1.49,0.12,-2.48,-1.18,12,0
2.7,48.28,1026.93,7.06,201.74,11.33,-7.65,0.6,1.61,3.3,0.27,5,0
27.27,58.6,989.31,0.98,182.39,15.36,18.99,16.42,7.09,-0.3,-0.69,10,0
19.38,67.79,1016.06,11.08,234.04,98.99,12.94,6.38,6.19,2.32,-0.81,3,1
19.47,57.8,1010.26,15.88,271.76,34.45,11.03,18.33,2.17,1.2,-1.45,2,0
31.96,75.87,1038.17,2.82,199.58,29.2,27.13,4.73,2.68,3.18,-2.44,11,0
36.73,54.7,1026.91,6.97,337.78,5.23,27.67,17.29,3.78,-2.81,-1.27,1,0
22.27,36.18,1003.54,39.94,351.66,63.53,9.51,1.84,7.88,2.72,1.32,3,0
21.59,37.11,1018.59,8.76,358.32,65.22,9.02,5.58,6.71,-5.59,-0.87,11,0
30.0,20.46,1015.52,24.33,240.98,17.54,14.09,19.48,0.77,0.13,0.33,1,0
11.43,44.08,1019.81,39.3,335.74,91.92,0.25,5.01,8.36,-1.64,2.23,6,0
27.23,79.91,997.72,54.95,145.61,80.05,23.21,3.09,2.89,-4.21,1.2,11,1
30.52,83.53,1018.4,34.29,309.45,23.03,27.23,17.21,7.39,-2.68,-2.55,2,1
31.8,36.2,1009.58,5.73,327.3,48.58,19.04,2.8,1.36,-1.92,0.9,3,0
5.63,96.72,1017.24,49.28,325.49,45.84,4.98,2.4,10.98,-0.59,2.1,8,1
17.39,60.19,1002.13,25.1,299.1,34.85,9.42,6.81,0.88,-1.57,-1.16,5,1
16.22,93.36,1004.22,27.23,146.38,81.76,14.89,12.89,8.16,0.24,-3.17,12,1
26.0,76.54,1030.61,0.23,57.21,10.93,21.31,14.36,5.95,-2.49,-0.88,2,0
29.81,77.79,997.23,46.26,120.22,41.53,25.37,17.68,0.95,-1.43,0.38,2,0
39.97,26.8,998.33,22.58,276.22,42.8,25.33,11.05,0.29,-0.87,1.18,3,0
20.05,37.6,1012.23,21.91,83.84,46.87,7.57,8.17,3.99,0.55,-1.04,3,0
20.02,20.71,1001.42,1.28,172.18,86.13,4.17,7.5,8.82,2.55,-4.07,8,0
36.5,77.29,999.72,3.97,203.54,21.82,31.95,17.01,0.45,2.56,-2.55,5,0
27.97,47.56,1014.58,49.16,217.39,10.29,17.48,14.61,7.75,0.71,0.72,8,0
37.68,82.93,990.42,10.42,336.86,61.78,34.26,18.16,7.21,1.29,3.98,4,1
27.89,47.11,997.88,7.61,238.14,17.38,17.31,19.3,2.92,0.94,-0.04,9,0
13.43,85.55,1043.81,27.48,283.07,7.49,10.54,6.35,0.85,-0.94,2.63,3,0
11.67,30.46,1019.89,1.37,209.48,42.66,-2.24,10.83,10.07,2.7,-2.11,2,0
9.48,33.87,1001.8,8.09,300.09,21.96,-3.74,12.82,3.3,-2.74,-1.3,6,0
31.62,47.27,1019.27,7.07,94.92,36.12,21.07,3.7,1.23,-6.14,-4.68,11,0
36.89,52.68,1021.51,6.46,75.56,25.97,27.42,1.54,7.5,-3.12,0.74,4,0
43.49,47.9,1027.92,5.52,333.48,9.26,33.07,17.42,2.38,4.21,-1.79,2,0
33.43,81.09,1011.09,3.54,249.65,56.03,29.65,10.94,5.23,-0.89,1.2,6,1
36.63,27.76,1027.65,2.85,241.75,2.7,22.18,11.63,0.55,0.82,-1.0,4,0
19.2,48.1,982.42,15.34,168.23,96.64,8.82,11.32,10.92,-0.82,4.04,10,0
13.44,86.98,997.16,37.77,135.61,34.13,10.83,15.22,4.92,1.68,3.59,11,0
33.5,25.34,1015.46,10.67,200.05,69.52,18.57,3.34,10.99,0.21,-4.61,4,0
29.18,95.39,1017.94,5.31,43.4,81.04,28.25,12.47,4.24,-0.21,1.18,10,1
26.07,98.91,999.32,2.6,163.7,27.91,25.86,9.65,3.83,1.84,-1.49,4,1
28.87,27.09,1016.89,26.59,163.93,74.87,14.29,17.99,10.06,-1.4,1.29,4,0
28.23,43.3,1003.64,53.36,193.8,83.24,16.89,10.63,3.62,1.12,-2.69,8,1
37.84,49.79,1008.85,6.44,228.49,24.13,27.8,18.89,4.75,-0.52,2.88,1,0
37.95,82.11,1028.37,5.16,344.63,99.25,34.37,7.39,0.86,-0.32,2.06,9,1
30.44,67.67,1026.63,13.8,234.78,2.07,23.98,19.35,10.51,-2.46,-2.83,3,0
33.46,71.55,998.04,22.4,318.14,21.7,27.77,17.57,0.94,-0.65,-0.36,5,0
30.14,80.6,997.14,9.12,200.27,78.0,26.26,11.89,8.48,-1.62,0.32,5,1
20.39,29.44,1006.83,14.92,225.69,19.41,6.28,7.4,5.92,3.39,1.44,4,0
32.57,86.66,1012.6,18.91,25.14,69.83,29.9,7.83,0.68,-5.05,-0.02,4,1
11.06,76.45,1003.13,48.51,47.97,85.55,6.34,15.57,0.02,2.67,1.57,7,1
35.54,66.19,1028.61,2.71,208.68,95.92,28.78,11.82,10.29,-5.23,-0.14,4,1
13.05,91.18,1018.21,89.18,142.46,47.42,11.29,8.33,8.16,1.61,1.22,10,1
27.86,76.02,1019.09,7.47,287.57,97.11,23.06,12.9,7.55,-2.51,-2.74,3,1
16.55,36.14,994.0,19.27,195.54,41.16,3.78,14.8,4.82,1.7,-0.05,11,0
30.53,54.38,1030.51,12.74,317.62,21.81,21.41,0.95,2.62,-0.36,2.3,9,0
24.66,59.52,970.7,10.0,350.04,51.39,16.57,2.25,7.48,-4.3,2.82,4,1
9.05,24.42,1025.51,17.96,53.15,64.98,-6.06,2.34,6.69,4.08,0.35,4,0
29.21,96.37,1027.01,7.56,142.14,45.8,28.48,5.02,7.99,2.33,-0.2,10,0
19.22,30.29,1006.51,2.02,239.39,56.7,5.28,8.83,4.02,1.51,2.74,12,0
33.81,75.8,1032.09,10.07,109.98,41.64,28.97,16.17,10.86,-1.92,-0.2,8,1
25.01,60.5,1012.05,11.07,96.13,52.48,17.11,7.35,0.74,2.43,2.29,12,0
28.95,22.05,1013.94,3.38,292.95,95.26,13.36,0.84,0.88,-3.85,-0.21,11,0
15.42,93.98,1018.09,41.14,352.94,49.98,14.22,9.93,10.09,-6.68,0.08,7,1
19.11,88.15,1060.8,3.87,278.57,25.32,16.74,19.93,7.12,-4.69,-2.21,4,1
20.41,61.94,1033.17,7.89,188.52,75.87,12.8,7.31,3.59,-2.77,-2.5,8,0
33.57,38.32,1023.52,2.53,159.3,33.76,21.23,19.24,8.38,-2.26,1.96,10,0
41.77,29.73,999.31,11.51,194.27,81.62,27.72,2.48,4.98,-1.3,3.45,2,1
16.95,49.07,1015.15,5.51,166.62,5.68,6.76,3.88,0.23,-1.17,0.21,9,0
35.77,40.43,1000.8,10.08,181.04,33.22,23.86,14.62,7.16,-1.95,-0.33,2,0
3.3,60.54,1025.33,3.82,73.24,9.44,-4.59,10.27,2.67,-6.35,2.05,10,0
13.06,97.31,1015.11,0.83,325.35,8.53,12.52,15.42,1.27,0.58,0.67,3,0
15.41,66.0,996.13,22.66,271.63,65.84,8.61,17.34,2.48,-0.79,-4.8,6,1
11.47,91.19,1014.22,15.37,245.15,38.53,9.71,5.4,5.24,-2.09,1.99,7,1
9.16,72.07,1000.26,6.25,341.97,87.15,3.58,13.82,0.55,4.19,-2.67,9,1
29.13,58.02,1015.27,0.73,102.38,51.64,20.73,12.35,9.71,-0.73,-0.02,8,0
22.86,88.37,1000.11,30.1,29.22,29.53,20.53,17.3,6.16,0.18,-0.88,11,1
28.79,57.71,1013.41,2.79,297.41,72.09,20.34,8.89,3.22,2.39,-1.28,6,0
31.9,89.49,1024.26,40.05,359.43,62.4,29.8,1.51,7.56,-4.47,0.09,8,1
27.66,43.33,1012.2,9.77,208.24,79.96,16.32,11.7,8.85,-0.07,1.79,11,1
31.58,30.31,1007.14,6.24,21.17,64.36,17.64,19.2,6.75,2.38,0.06,11,0
24.3,88.43,1016.05,20.31,280.97,16.7,21.99,0.79,2.23,-0.27,2.82,5,1
13.13,66.99,1023.46,31.41,26.55,67.03,6.53,5.19,1.21,-3.91,3.07,10,0
35.58,91.13,996.39,6.95,194.41,39.15,33.8,6.66,9.46,-1.45,3.05,10,0
19.11,95.03,1016.91,7.85,99.91,46.31,18.11,15.43,2.58,0.57,-0.11,12,0
15.64,24.29,1032.76,8.52,329.41,92.16,0.5,6.8,0.22,-6.32,-0.96,12,0
23.22,60.08,1021.6,38.33,162.48,36.0,15.24,5.16,7.07,-4.06,-0.07,9,1
15.87,50.0,1013.87,17.69,323.45,61.2,5.87,13.15,1.68,5.92,2.25,4,0
